id,age,year,wrkstat,hrs1,marital,degree,sphrs1,postlife,sex,SIBS,agekdbrn,othlang,born,neisafe,hsbio,hschem,tspac,nextgen,grass,hrlax,colsci,fmi,numpets,trust,tvhours,sop,ssi,sphrs2,educ,moos,faos,realrinc,wordsum,rhs,Male,pres
272,48.0,2018,working fulltime,50.0,1.0,bachelor,,yes,1,9.0,22.0,yes,no,somewhat unsafe,yes,yes,,disagree,,8.0,yes,6242.0,,,1.0,38.0,43.0,,18.0,,35.0,,7.0,,male,40.0
385,48.0,2018,working fulltime,50.0,1.0,graduate,50.0,yes,2,2.0,31.0,no,yes,very safe,yes,yes,,agree,,1.0,yes,119879.0,,,1.0,72.0,77.0,,16.0,61.0,46.0,45400.0,9.0,,female,69.0
2286,48.0,2018,working fulltime,47.0,1.0,high school,68.0,yes,2,2.0,19.0,no,yes,somewhat safe,yes,no,about right,strongly agree,legal,1.0,no,37455.0,,can trust,2.0,35.0,32.0,,12.0,24.0,,17025.0,3.0,good,female,38.0
722,48.0,2018,working fulltime,45.0,3.0,bachelor,,yes,2,3.0,35.0,yes,yes,somewhat safe,,,,,not legal,3.0,,72640.0,0.0,can't be too careful,3.0,,,,16.0,59.0,61.0,72640.0,6.0,,female,50.0
2102,48.0,2018,working fulltime,45.0,1.0,bachelor,,yes,1,3.0,33.0,no,no,very safe,,,,,not legal,,,63560.0,,depends,,47.0,38.0,,15.0,,66.0,63560.0,,,male,60.0
789,48.0,2018,working fulltime,42.0,1.0,high school,40.0,no,1,1.0,30.0,no,yes,very safe,yes,yes,,agree,,3.0,no,63560.0,,,4.0,49.0,56.0,,12.0,,35.0,37455.0,5.0,,male,43.0
101,48.0,2018,working fulltime,40.0,3.0,lt high school,,,1,1.0,25.0,no,yes,very safe,no,no,,agree,,0.0,no,24970.0,,,3.0,,,,12.0,46.0,32.0,24970.0,2.0,,male,59.0
126,48.0,2018,working fulltime,40.0,5.0,graduate,,no,1,1.0,,no,yes,very safe,yes,yes,too much,disagree,not legal,4.0,yes,45400.0,,can trust,2.0,,,,18.0,47.0,63.0,45400.0,7.0,excellent,male,64.0
159,48.0,2018,working fulltime,40.0,1.0,lt high school,40.0,yes,2,8.0,17.0,no,no,somewhat unsafe,,,,,not legal,2.0,,8512.0,2.0,can't be too careful,1.0,28.0,25.0,,7.0,28.0,30.0,3405.0,7.0,,female,32.0
467,48.0,2018,working fulltime,40.0,1.0,junior college,60.0,no,2,6.0,28.0,yes,no,very safe,,,,,not legal,2.0,,72640.0,2.0,can trust,1.0,40.0,45.0,,14.0,35.0,31.0,30645.0,5.0,,female,48.0
589,48.0,2018,working fulltime,40.0,3.0,bachelor,,yes,2,7.0,21.0,no,yes,very safe,yes,yes,,strongly agree,,3.0,yes,45400.0,,,2.0,42.0,35.0,,18.0,45.0,,24970.0,6.0,,female,45.0
1236,48.0,2018,working fulltime,40.0,5.0,bachelor,,yes,1,5.0,22.0,no,yes,somewhat unsafe,yes,yes,about right,agree,legal,2.0,yes,30645.0,,can't be too careful,1.0,,,,16.0,53.0,,,9.0,,male,65.0
1458,48.0,2018,working fulltime,40.0,5.0,high school,,yes,2,8.0,27.0,no,yes,very safe,,,,,legal,3.0,,37455.0,0.0,can trust,,,,,13.0,35.0,,37455.0,,,female,25.0
2249,48.0,2018,working fulltime,40.0,1.0,high school,,yes,2,1.0,28.0,no,yes,very safe,yes,yes,about right,agree,,2.0,no,24970.0,,can't be too careful,3.0,60.0,65.0,40.0,14.0,48.0,,7377.0,4.0,good,female,47.0
938,48.0,2018,working parttime,35.0,1.0,graduate,50.0,yes,2,3.0,30.0,no,yes,very safe,,,about right,,legal,2.0,,72640.0,1.0,can't be too careful,,49.0,56.0,,18.0,,72.0,37455.0,,good,female,63.0
1789,48.0,2018,working fulltime,32.0,3.0,bachelor,,yes,1,7.0,,no,yes,very safe,yes,yes,,agree,,6.0,yes,30645.0,,,4.0,,,,16.0,40.0,35.0,30645.0,5.0,,male,38.0
636,48.0,2018,working parttime,32.0,4.0,high school,,no,2,0.0,19.0,no,yes,somewhat safe,,,,,not legal,4.0,,5107.0,1.0,can't be too careful,,,,,12.0,40.0,,5107.0,,fair,female,33.0
885,48.0,2018,working parttime,24.0,1.0,junior college,40.0,yes,2,6.0,35.0,no,yes,very safe,yes,yes,,agree,,2.0,yes,63560.0,,,2.0,70.0,86.0,,16.0,61.0,47.0,30645.0,7.0,,female,64.0
119,48.0,2018,working parttime,16.0,1.0,high school,40.0,yes,2,0.0,40.0,no,yes,very safe,,,,,legal,2.0,,30645.0,1.0,can't be too careful,,36.0,24.0,,13.0,35.0,,6242.0,,,female,36.0
384,48.0,2018,working parttime,15.0,1.0,bachelor,40.0,no,1,1.0,40.0,yes,no,very safe,,,,,not legal,0.0,,37455.0,0.0,can't be too careful,,,,,15.0,,61.0,17025.0,,,male,63.0
200,48.0,2018,working parttime,10.0,1.0,high school,45.0,yes,2,4.0,23.0,no,yes,very safe,yes,yes,too much,agree,,0.0,yes,119879.0,,,1.0,62.0,89.0,,14.0,46.0,40.0,5107.0,8.0,excellent,female,46.0
1454,48.0,2018,temp not working,,1.0,graduate,,yes,2,3.0,29.0,no,yes,very safe,,,,,not legal,1.0,,30645.0,6.0,can't be too careful,,64.0,82.0,40.0,18.0,47.0,64.0,14755.0,,,female,38.0
2121,48.0,2018,temp not working,,4.0,high school,,,2,7.0,21.0,no,yes,very safe,,,,,legal,5.0,,20430.0,3.0,can't be too careful,2.0,,,,14.0,48.0,31.0,12485.0,4.0,,female,64.0
1248,48.0,2018,"unempl, laid off",,1.0,high school,40.0,no,1,5.0,23.0,yes,no,very safe,,,,,not legal,,,24970.0,0.0,can't be too careful,5.0,54.0,62.0,,12.0,33.0,31.0,,5.0,,male,39.0
229,48.0,2018,keeping house,,4.0,high school,,yes,2,4.0,20.0,no,yes,somewhat safe,,,,,,,,37455.0,1.0,can't be too careful,6.0,,,,12.0,,35.0,,6.0,,female,31.0
444,48.0,2018,keeping house,,1.0,high school,70.0,yes,2,1.0,23.0,no,yes,somewhat safe,,no,too little,strongly disagree,,,no,24970.0,,,3.0,38.0,43.0,,12.0,32.0,39.0,,5.0,good,female,26.0
1112,48.0,2018,keeping house,,1.0,bachelor,50.0,yes,1,1.0,27.0,no,yes,very safe,,,,,legal,,,17025.0,11.0,can trust,3.0,53.0,41.0,,18.0,38.0,38.0,4086.0,7.0,,male,48.0
1736,48.0,2018,keeping house,,1.0,high school,55.0,yes,2,2.0,21.0,no,yes,very safe,yes,,too little,agree,,,no,37455.0,,,6.0,31.0,39.0,,12.0,48.0,35.0,,6.0,good,female,38.0
1944,48.0,2018,keeping house,,1.0,high school,40.0,no,2,1.0,30.0,no,yes,very safe,,,,,legal,,,37455.0,,can trust,,49.0,51.0,,14.0,24.0,,,,,female,53.0
1447,49.0,2018,working fulltime,89.0,5.0,bachelor,,no,1,2.0,23.0,no,yes,somewhat safe,,,,,legal,5.0,,5107.0,0.0,can't be too careful,,,,,16.0,64.0,48.0,5107.0,,,male,43.0
1871,49.0,2018,working fulltime,89.0,3.0,bachelor,,no,1,4.0,21.0,yes,yes,somewhat safe,yes,yes,too much,strongly agree,,8.0,no,72640.0,,,0.0,,,,13.0,50.0,28.0,72640.0,4.0,,male,26.0
1338,49.0,2018,working fulltime,78.0,3.0,bachelor,,yes,1,2.0,29.0,no,yes,very safe,yes,yes,,strongly agree,,0.0,yes,72640.0,,,0.0,,,,16.0,55.0,63.0,45400.0,10.0,,male,64.0
1901,49.0,2018,working fulltime,75.0,1.0,lt high school,,yes,1,2.0,22.0,yes,yes,somewhat safe,yes,no,about right,disagree,legal,4.0,no,37455.0,,can't be too careful,2.0,,,,11.0,,47.0,30645.0,3.0,excellent,male,45.0
626,49.0,2018,working fulltime,72.0,4.0,high school,,yes,2,1.0,28.0,no,yes,very safe,,,,,legal,2.0,,54480.0,4.0,can't be too careful,,,,,15.0,47.0,,45400.0,,,female,62.0
927,49.0,2018,working fulltime,60.0,1.0,bachelor,5.0,yes,2,8.0,24.0,no,yes,somewhat safe,yes,yes,,strongly agree,,4.0,yes,54480.0,,,2.0,28.0,25.0,,17.0,29.0,46.0,,7.0,good,female,41.0
541,49.0,2018,working fulltime,55.0,3.0,graduate,,yes,2,3.0,31.0,no,yes,somewhat safe,,,about right,,legal,3.0,,45400.0,3.0,can trust,,33.0,13.0,,17.0,64.0,46.0,45400.0,,good,female,75.0
880,49.0,2018,working fulltime,55.0,1.0,graduate,25.0,yes,2,1.0,,no,yes,very safe,yes,yes,about right,agree,,3.0,yes,45400.0,,,1.0,54.0,62.0,,17.0,47.0,65.0,30645.0,7.0,excellent,female,52.0
960,49.0,2018,working fulltime,55.0,1.0,lt high school,55.0,no,1,14.0,27.0,yes,no,very safe,,,about right,strongly agree,not legal,2.0,no,20430.0,,can't be too careful,3.0,27.0,14.0,,6.0,,27.0,20430.0,3.0,,male,27.0
807,49.0,2018,working fulltime,52.0,1.0,graduate,40.0,,2,1.0,29.0,no,yes,somewhat safe,yes,yes,about right,strongly agree,,3.0,yes,119879.0,,,2.0,35.0,42.0,,16.0,44.0,47.0,63560.0,9.0,excellent,female,53.0
1352,49.0,2018,working fulltime,50.0,1.0,high school,62.0,yes,2,4.0,23.0,no,yes,very safe,yes,yes,about right,strongly agree,,3.0,yes,37455.0,,,2.0,31.0,39.0,,15.0,33.0,38.0,30645.0,7.0,good,female,47.0
1817,49.0,2018,working fulltime,50.0,3.0,high school,,yes,1,1.0,,no,no,somewhat safe,,,,,legal,5.0,,17025.0,0.0,can't be too careful,,,,,12.0,31.0,,17025.0,,,male,45.0
1957,49.0,2018,working fulltime,50.0,3.0,bachelor,,yes,2,5.0,25.0,no,yes,somewhat safe,,,,,not legal,5.0,,30645.0,0.0,can't be too careful,1.0,,,,17.0,,60.0,30645.0,6.0,,female,64.0
1078,49.0,2018,working fulltime,40.0,1.0,bachelor,40.0,yes,2,1.0,26.0,no,yes,very safe,yes,yes,,strongly agree,,4.0,yes,63560.0,,,1.0,60.0,87.0,,16.0,48.0,34.0,24970.0,6.0,,female,50.0
1197,49.0,2018,working fulltime,40.0,3.0,bachelor,,yes,1,5.0,,no,yes,very safe,,,too little,,legal,3.0,,20430.0,2.0,can't be too careful,,25.0,12.0,,16.0,,27.0,20430.0,,good,male,46.0
1417,49.0,2018,working fulltime,40.0,1.0,high school,40.0,yes,1,2.0,,no,yes,very safe,,,,,legal,6.0,,30645.0,1.0,can't be too careful,4.0,31.0,39.0,,14.0,31.0,62.0,17025.0,5.0,,male,37.0
1832,49.0,2018,working fulltime,40.0,5.0,bachelor,,yes,2,3.0,27.0,no,yes,very safe,yes,yes,,agree,,5.0,yes,24970.0,,,3.0,,,,16.0,48.0,,20430.0,7.0,,female,64.0
1895,49.0,2018,working fulltime,40.0,3.0,high school,,yes,2,7.0,30.0,no,no,somewhat safe,no,no,about right,strongly agree,,3.0,no,5107.0,,,1.0,,,,13.0,38.0,,,6.0,good,female,33.0
2128,49.0,2018,working fulltime,40.0,1.0,high school,24.0,yes,2,1.0,,no,yes,very safe,yes,yes,too much,strongly agree,legal,6.0,no,24970.0,,can trust,5.0,61.0,80.0,,12.0,63.0,49.0,20430.0,8.0,excellent,female,49.0
833,49.0,2018,working fulltime,36.0,5.0,high school,,yes,1,2.0,,no,yes,very safe,yes,no,too little,agree,not legal,2.0,no,12485.0,,can trust,4.0,,,,12.0,55.0,,1589.0,5.0,good,male,35.0
2158,49.0,2018,working fulltime,30.0,5.0,high school,,yes,1,5.0,,no,yes,somewhat safe,,,too little,,legal,12.0,,,1.0,can't be too careful,,,,,12.0,46.0,45.0,,,fair,male,31.0
672,49.0,2018,working fulltime,20.0,1.0,high school,30.0,yes,1,1.0,22.0,no,yes,very safe,,,,,legal,8.0,,119879.0,4.0,can trust,,33.0,26.0,,12.0,47.0,,151050.0,,,male,53.0
420,49.0,2018,temp not working,,3.0,bachelor,,yes,2,1.0,25.0,yes,yes,somewhat safe,yes,yes,about right,agree,,5.0,yes,24970.0,,,2.0,,,,16.0,45.0,47.0,24970.0,7.0,good,female,54.0
227,49.0,2018,"unempl, laid off",,1.0,lt high school,40.0,yes,1,6.0,17.0,yes,no,somewhat safe,no,no,,strongly agree,,,no,14755.0,,,2.0,38.0,52.0,,11.0,25.0,33.0,8512.0,4.0,,male,35.0
1631,49.0,2018,"unempl, laid off",,1.0,high school,40.0,yes,2,9.0,16.0,no,yes,very safe,no,yes,about right,agree,,,no,14755.0,,,5.0,50.0,46.0,,12.0,,,,3.0,good,female,27.0
1880,49.0,2018,"unempl, laid off",,4.0,high school,,no,2,3.0,20.0,no,yes,somewhat safe,,,,,,,,2497.0,1.0,can't be too careful,,,,,9.0,60.0,,1589.0,,,female,28.0
2005,49.0,2018,school,,1.0,high school,40.0,,1,2.0,,no,yes,very safe,yes,yes,too little,agree,,,yes,24970.0,,,1.0,54.0,62.0,,15.0,47.0,25.0,,9.0,good,male,51.0
143,49.0,2018,keeping house,,3.0,lt high school,,no,1,7.0,,no,yes,somewhat safe,no,no,about right,agree,,,no,,,,4.0,,,,11.0,28.0,,,5.0,fair,male,25.0
1185,49.0,2018,keeping house,,1.0,bachelor,50.0,yes,2,1.0,29.0,no,yes,very safe,yes,yes,,strongly agree,,,yes,63560.0,,,1.0,70.0,83.0,,16.0,56.0,72.0,,7.0,,female,50.0
2017,49.0,2018,keeping house,,3.0,high school,,yes,2,3.0,21.0,no,yes,somewhat safe,yes,no,about right,strongly agree,,,no,37455.0,,,1.0,38.0,28.0,,12.0,35.0,42.0,,9.0,fair,female,39.0
2152,49.0,2018,other,,1.0,high school,77.0,yes,2,3.0,17.0,no,yes,very safe,,,,,not legal,,,24970.0,5.0,can't be too careful,4.0,35.0,32.0,,14.0,37.0,42.0,,7.0,,female,55.0
1435,50.0,2018,working fulltime,70.0,4.0,junior college,,yes,2,12.0,25.0,yes,yes,very safe,,,too much,,not legal,4.0,,20430.0,0.0,can trust,,,,,14.0,60.0,31.0,20430.0,,good,female,53.0
1107,50.0,2018,working fulltime,60.0,1.0,high school,50.0,yes,1,6.0,21.0,no,yes,very safe,yes,no,too much,agree,,2.0,no,63560.0,,,2.0,50.0,57.0,,13.0,35.0,38.0,37455.0,7.0,good,male,59.0
734,50.0,2018,working fulltime,57.0,1.0,lt high school,40.0,yes,1,6.0,20.0,no,yes,somewhat safe,no,no,,agree,,3.0,no,54480.0,,,4.0,36.0,35.0,,10.0,,36.0,37455.0,5.0,,male,32.0
1217,50.0,2018,working fulltime,50.0,1.0,high school,60.0,yes,2,6.0,20.0,yes,yes,somewhat safe,no,no,,strongly disagree,,2.0,no,24970.0,,,2.0,28.0,25.0,,14.0,48.0,,12485.0,5.0,,female,25.0
1731,50.0,2018,working fulltime,50.0,5.0,bachelor,,yes,2,2.0,,no,yes,very safe,,,,,not legal,4.0,,20430.0,11.0,can trust,,,,,17.0,35.0,,14755.0,,,female,48.0
1015,50.0,2018,working fulltime,49.0,5.0,bachelor,,yes,2,5.0,,no,yes,very safe,yes,yes,about right,strongly agree,legal,2.0,yes,45400.0,,can't be too careful,2.0,,,,16.0,,60.0,45400.0,6.0,good,female,64.0
677,50.0,2018,working fulltime,48.0,3.0,high school,,yes,1,3.0,21.0,no,yes,somewhat safe,yes,no,too much,strongly agree,,2.0,yes,24970.0,,,3.0,,,,14.0,34.0,24.0,17025.0,6.0,fair,male,40.0
1603,50.0,2018,working fulltime,48.0,3.0,bachelor,,yes,2,2.0,19.0,yes,yes,very safe,yes,no,,agree,not legal,3.0,yes,,,can trust,6.0,,,,16.0,48.0,48.0,,5.0,good,female,34.0
1515,50.0,2018,working fulltime,46.0,3.0,lt high school,,yes,2,2.0,21.0,no,yes,very safe,,,,,not legal,1.0,,14755.0,5.0,can't be too careful,,,,,8.0,,31.0,14755.0,,,female,18.0
986,50.0,2018,working fulltime,45.0,5.0,graduate,,no,2,1.0,,no,yes,very safe,no,yes,,strongly agree,,2.0,yes,45400.0,,,2.0,,,,20.0,61.0,46.0,45400.0,10.0,,female,61.0
1076,50.0,2018,working fulltime,45.0,1.0,bachelor,44.0,no,1,1.0,29.0,no,yes,very safe,,,,,legal,3.0,,72640.0,0.0,can trust,1.0,59.0,75.0,,16.0,33.0,59.0,24970.0,5.0,,male,50.0
2211,50.0,2018,working fulltime,45.0,1.0,graduate,35.0,yes,2,1.0,32.0,no,yes,very safe,,,about right,,legal,4.0,,37455.0,2.0,can't be too careful,,38.0,59.0,,20.0,,50.0,30645.0,,good,female,64.0
103,50.0,2018,working fulltime,40.0,1.0,graduate,40.0,no,1,1.0,,yes,yes,very safe,,,,,legal,4.0,,119879.0,2.0,can trust,,38.0,61.0,,18.0,,38.0,54480.0,,,male,60.0
209,50.0,2018,working fulltime,40.0,1.0,graduate,1.0,yes,1,1.0,,no,yes,very safe,,,,,legal,2.0,,45400.0,1.0,can trust,,46.0,61.0,,16.0,53.0,,,,,male,55.0
218,50.0,2018,working fulltime,40.0,1.0,lt high school,,yes,1,8.0,23.0,no,no,somewhat safe,,,too much,agree,not legal,0.0,no,2497.0,,can't be too careful,0.0,,,,3.0,,27.0,2497.0,0.0,good,male,49.0
268,50.0,2018,working fulltime,40.0,3.0,junior college,,yes,2,2.0,31.0,yes,no,somewhat safe,,,,,legal,2.0,,37455.0,0.0,can't be too careful,0.0,,,,14.0,35.0,49.0,37455.0,6.0,,female,46.0
294,50.0,2018,working fulltime,40.0,3.0,high school,,yes,1,3.0,31.0,no,yes,very safe,yes,yes,,agree,,5.0,no,24970.0,,,2.0,,,,12.0,40.0,46.0,20430.0,6.0,,male,38.0
590,50.0,2018,working fulltime,40.0,1.0,high school,50.0,yes,2,1.0,30.0,no,yes,very safe,,,,,not legal,2.0,,45400.0,0.0,can't be too careful,3.0,35.0,32.0,,14.0,38.0,39.0,17025.0,6.0,,female,48.0
831,50.0,2018,working fulltime,40.0,1.0,bachelor,60.0,no,1,1.0,,yes,no,very safe,,,,,legal,5.0,,119879.0,0.0,depends,,65.0,87.0,,16.0,47.0,59.0,63560.0,,,male,65.0
1154,50.0,2018,working fulltime,40.0,1.0,high school,40.0,yes,1,5.0,18.0,no,yes,somewhat safe,yes,yes,,agree,,1.0,no,10782.0,,,5.0,28.0,21.0,,12.0,,46.0,10782.0,4.0,,male,25.0
1814,50.0,2018,working fulltime,40.0,3.0,bachelor,,yes,2,2.0,23.0,no,no,somewhat unsafe,yes,yes,too little,agree,legal,1.0,no,30645.0,,can't be too careful,2.0,,,,16.0,66.0,58.0,30645.0,7.0,good,female,43.0
2044,50.0,2018,working fulltime,40.0,3.0,junior college,,yes,1,2.0,24.0,yes,no,very safe,,,too much,,not legal,4.0,,24970.0,0.0,can't be too careful,,,,,14.0,,,24970.0,,good,male,45.0
726,50.0,2018,working fulltime,36.0,2.0,junior college,,yes,1,4.0,21.0,yes,yes,somewhat safe,yes,yes,too much,disagree,legal,2.0,yes,9647.0,,can trust,0.0,,,,15.0,,28.0,9647.0,7.0,good,male,49.0
935,50.0,2018,working fulltime,36.0,1.0,junior college,72.0,yes,2,1.0,28.0,no,yes,very safe,yes,no,too little,strongly agree,legal,1.0,yes,119879.0,,can't be too careful,2.0,45.0,62.0,,14.0,40.0,45.0,20430.0,6.0,good,female,48.0
842,50.0,2018,working parttime,30.0,5.0,high school,,no,2,4.0,19.0,no,yes,somewhat unsafe,,,,,legal,5.0,,30645.0,0.0,depends,,,,,14.0,,49.0,6242.0,,,female,30.0
2331,50.0,2018,working fulltime,28.0,1.0,junior college,40.0,no,1,3.0,30.0,yes,yes,very safe,,,,,not legal,2.0,,54480.0,2.0,can trust,1.0,53.0,69.0,,14.0,40.0,29.0,24970.0,8.0,,male,44.0
493,50.0,2018,working parttime,15.0,3.0,graduate,,yes,2,1.0,32.0,yes,yes,very safe,,,too little,,legal,8.0,,119879.0,3.0,can trust,,,,,20.0,54.0,58.0,37455.0,,good,female,46.0
1060,50.0,2018,working parttime,7.0,1.0,high school,46.0,yes,2,4.0,18.0,yes,yes,somewhat safe,yes,no,too much,disagree,legal,4.0,no,24970.0,,can't be too careful,4.0,35.0,32.0,,13.0,56.0,35.0,1589.0,8.0,good,female,25.0
40,50.0,2018,,,,high school,,,2,,,no,,very safe,no,no,too little,strongly disagree,,,no,,,,4.0,,,,12.0,,,,9.0,,female,
698,50.0,2018,temp not working,,3.0,high school,,yes,2,5.0,25.0,no,no,somewhat safe,,,,,not legal,6.0,,,0.0,can't be too careful,,,,,12.0,,44.0,,,,female,25.0
1349,50.0,2018,temp not working,,1.0,graduate,,yes,2,2.0,18.0,no,yes,very safe,,,too little,,not legal,5.0,,20430.0,3.0,can trust,,22.0,14.0,,18.0,,62.0,20430.0,,good,female,53.0
513,50.0,2018,"unempl, laid off",,1.0,bachelor,,yes,1,25.0,27.0,yes,no,very safe,yes,no,,strongly agree,,,no,12485.0,,,0.0,,,,16.0,,46.0,,8.0,,male,74.0
486,50.0,2018,keeping house,,3.0,high school,,yes,2,4.0,19.0,yes,yes,very safe,,,,,legal,,,10782.0,0.0,can't be too careful,,,,,11.0,,28.0,,,,female,64.0
1124,50.0,2018,keeping house,,3.0,bachelor,,yes,2,0.0,25.0,yes,no,somewhat safe,,,,,not legal,,,14755.0,2.0,can't be too careful,1.0,,,,16.0,52.0,,10782.0,5.0,,female,46.0
1286,50.0,2018,keeping house,,3.0,high school,,yes,2,5.0,18.0,no,yes,very safe,,,,,not legal,,,1589.0,1.0,can't be too careful,2.0,,,,9.0,,40.0,,3.0,,female,30.0
2142,50.0,2018,keeping house,,1.0,high school,60.0,,2,3.0,21.0,yes,yes,somewhat safe,,,,,legal,,,30645.0,17.0,can't be too careful,6.0,35.0,32.0,,12.0,28.0,45.0,,8.0,,female,48.0
1067,50.0,2018,other,,3.0,lt high school,,yes,1,3.0,35.0,no,yes,very safe,yes,no,too much,agree,legal,,no,3405.0,,can't be too careful,3.0,,,,11.0,35.0,35.0,,6.0,fair,male,36.0
231,51.0,2018,working fulltime,70.0,3.0,high school,,yes,2,7.0,25.0,yes,no,somewhat safe,,,,,legal,2.0,,12485.0,0.0,can trust,,,,,15.0,38.0,,4086.0,,excellent,female,39.0
320,51.0,2018,working fulltime,70.0,1.0,high school,,yes,1,6.0,21.0,no,yes,very safe,no,yes,,strongly agree,,4.0,no,30645.0,,,8.0,35.0,31.0,,12.0,61.0,,30645.0,5.0,,male,43.0
1907,51.0,2018,working fulltime,70.0,3.0,high school,,yes,1,2.0,,no,yes,somewhat safe,,,,,not legal,9.0,,54480.0,1.0,can't be too careful,,,,,14.0,,28.0,54480.0,,,male,49.0
928,51.0,2018,working fulltime,62.0,1.0,high school,40.0,yes,1,3.0,24.0,no,yes,very safe,yes,no,too much,agree,not legal,0.0,no,45400.0,,can trust,1.0,31.0,55.0,,12.0,47.0,39.0,37455.0,5.0,good,male,53.0
1068,51.0,2018,working fulltime,60.0,3.0,junior college,,no,1,0.0,30.0,no,yes,very safe,,,,,legal,5.0,,30645.0,0.0,can't be too careful,,,,,15.0,47.0,,30645.0,,,male,53.0
1750,51.0,2018,working fulltime,60.0,1.0,high school,,yes,1,5.0,23.0,no,yes,very safe,,,,,not legal,4.0,,45400.0,1.0,can't be too careful,,,,,12.0,,47.0,45400.0,,,male,53.0
1958,51.0,2018,working fulltime,56.0,3.0,junior college,,,1,1.0,21.0,yes,yes,very safe,yes,no,about right,agree,,2.0,no,17025.0,,,4.0,,,,14.0,17.0,42.0,17025.0,7.0,excellent,male,46.0
1578,51.0,2018,working fulltime,55.0,1.0,high school,49.0,yes,2,3.0,20.0,no,yes,somewhat safe,,,too much,,legal,0.0,,30645.0,1.0,can't be too careful,,40.0,22.0,,14.0,48.0,31.0,20430.0,,good,female,56.0
1971,51.0,2018,working fulltime,54.0,3.0,high school,,yes,2,3.0,,no,no,very safe,yes,no,about right,agree,,6.0,yes,54480.0,,,1.0,,,,14.0,48.0,64.0,54480.0,6.0,,female,39.0
160,51.0,2018,working fulltime,50.0,4.0,lt high school,,yes,2,10.0,20.0,no,no,somewhat unsafe,,,about right,agree,,0.0,no,6242.0,,,0.0,,,,2.0,21.0,35.0,6242.0,0.0,fair,female,35.0
271,51.0,2018,working fulltime,50.0,5.0,high school,,yes,1,6.0,,no,yes,somewhat unsafe,,,about right,,not legal,4.0,,30645.0,1.0,can't be too careful,,,,,12.0,28.0,34.0,20430.0,,good,male,44.0
2020,51.0,2018,working fulltime,48.0,1.0,high school,40.0,yes,1,1.0,27.0,no,yes,very safe,yes,yes,,agree,,2.0,yes,54480.0,,,1.0,69.0,46.0,,15.0,61.0,60.0,,5.0,,male,45.0
1014,51.0,2018,working fulltime,45.0,1.0,graduate,,yes,2,5.0,28.0,no,yes,very safe,yes,yes,,agree,,4.0,yes,54480.0,,,3.0,61.0,80.0,40.0,16.0,,44.0,37455.0,6.0,,female,64.0
351,51.0,2018,working fulltime,40.0,1.0,graduate,40.0,yes,2,7.0,23.0,no,yes,somewhat safe,yes,yes,about right,strongly agree,not legal,2.0,yes,119879.0,,can't be too careful,2.0,49.0,45.0,,14.0,48.0,35.0,151050.0,6.0,fair,female,39.0
644,51.0,2018,working fulltime,40.0,1.0,high school,40.0,yes,1,0.0,46.0,no,yes,very safe,yes,yes,about right,strongly agree,,5.0,no,24970.0,,,1.0,61.0,80.0,,11.0,31.0,72.0,4086.0,8.0,good,male,54.0
1183,51.0,2018,working fulltime,40.0,1.0,high school,40.0,yes,2,4.0,25.0,no,yes,somewhat safe,,,about right,,not legal,4.0,,119879.0,2.0,can trust,,46.0,59.0,,12.0,47.0,31.0,72640.0,,good,female,72.0
1315,51.0,2018,working fulltime,40.0,1.0,junior college,50.0,yes,2,1.0,25.0,no,yes,very safe,yes,no,about right,agree,not legal,2.0,no,119879.0,,can trust,2.0,72.0,77.0,,14.0,47.0,50.0,24970.0,5.0,,female,47.0
1567,51.0,2018,working fulltime,40.0,4.0,bachelor,,yes,1,2.0,25.0,no,yes,somewhat safe,,,,,legal,4.0,,24970.0,11.0,can't be too careful,12.0,,,,16.0,42.0,,24970.0,5.0,,male,53.0
1711,51.0,2018,working fulltime,40.0,2.0,high school,,no,1,1.0,21.0,no,yes,somewhat safe,yes,no,too much,disagree,legal,4.0,yes,17025.0,,can't be too careful,2.0,,,,13.0,35.0,25.0,,6.0,fair,male,38.0
1775,51.0,2018,working fulltime,40.0,1.0,lt high school,40.0,no,1,6.0,,no,no,somewhat safe,,,about right,,not legal,7.0,,17025.0,1.0,can't be too careful,,25.0,12.0,,1.0,,27.0,227.0,,,male,37.0
2068,51.0,2018,working fulltime,40.0,4.0,high school,,no,2,5.0,19.0,yes,no,somewhat unsafe,no,yes,too little,agree,not legal,3.0,no,9647.0,,can't be too careful,2.0,,,,10.0,,33.0,9647.0,1.0,excellent,female,37.0
2106,51.0,2018,working fulltime,40.0,1.0,junior college,,yes,1,3.0,21.0,no,yes,very safe,,,,,not legal,,,24970.0,,can't be too careful,2.0,47.0,38.0,,14.0,36.0,60.0,24970.0,9.0,,male,48.0
2217,51.0,2018,working fulltime,40.0,1.0,bachelor,25.0,yes,1,4.0,31.0,no,yes,very safe,yes,yes,about right,agree,,2.0,no,37455.0,,,3.0,39.0,67.0,,17.0,31.0,61.0,37455.0,9.0,good,male,40.0
481,51.0,2018,working fulltime,36.0,5.0,graduate,,yes,2,3.0,,no,yes,very safe,,,,,not legal,2.0,,37455.0,0.0,can't be too careful,2.0,,,,18.0,64.0,47.0,37455.0,6.0,,female,64.0
1035,51.0,2018,working fulltime,35.0,5.0,junior college,,yes,1,1.0,,no,yes,somewhat safe,yes,yes,about right,strongly agree,,2.0,yes,5107.0,,,4.0,,,,15.0,25.0,33.0,908.0,7.0,good,male,24.0
